from_station_cd,from_station_name,to_station_cd,to_station_name,line_cd,distance_km
1190226,九産大前,1190227,香椎,11902,1.636
1190227,香椎,1190228,千早,11902,1.172
1190228,千早,1190229,箱崎,11902,3.686
1190229,箱崎,1190230,吉塚,11902,1.243
1190230,吉塚,1190231,博多,11902,1.927
1190301,博多,1190302,竹下,11903,2.58
1190302,竹下,1190303,笹原,11903,2.286
1190303,笹原,1190304,南福岡,11903,1.699
1190304,南福岡,1190305,春日,11903,1.162
1190305,春日,1190306,大野城,11903,1.473
1190306,大野城,1190307,水城,11903,1.233
1190307,水城,1190308,都府楼南,11903,2.228
1190308,都府楼南,1190309,二日市,11903,1.485
1190309,二日市,1190310,天拝山,11903,1.761
1190310,天拝山,1190311,原田,11903,3.45
1190311,原田,1190312,けやき台,11903,1.995
1190312,けやき台,1190313,基山,11903,1.514
1190313,基山,1190314,弥生が丘,11903,2.143
1190314,弥生が丘,1190315,田代,11903,2.029
1190315,田代,1190316,鳥栖,11903,1.224
1190316,鳥栖,1190317,肥前旭,11903,3.409
1190317,肥前旭,1190318,久留米,11903,3.424
1190318,久留米,1190319,荒木,11903,4.742
1190319,荒木,1190320,西牟田,11903,3.44
1190320,西牟田,1190321,羽犬塚,11903,4.062
1190321,羽犬塚,1190322,筑後船小屋,11903,3.58
1190322,筑後船小屋,1190323,瀬高,11903,2.413
1190323,瀬高,1190324,南瀬高,11903,2.9
1190324,南瀬高,1190325,渡瀬,11903,3.928
1190325,渡瀬,1190326,吉野,11903,2.736
1190326,吉野,1190327,銀水,11903,2.355
1190327,銀水,1190328,大牟田,11903,3.224
1190328,大牟田,1190329,荒尾,11903,3.99
1190329,荒尾,1190330,南荒尾,11903,3.19
1190330,南荒尾,1190331,長洲,11903,4.026
1190331,長洲,1190332,大野下,11903,4.581
1190332,大野下,1190333,玉名,11903,4.362
1190333,玉名,1190334,肥後伊倉,11903,3.848
1190334,肥後伊倉,1190335,木葉,11903,3.718
1190335,木葉,1190336,田原坂,11903,3.14
1190336,田原坂,1190337,植木,11903,3.348
1190337,植木,1190338,西里,11903,3.371
1190338,西里,1190339,崇城大学前,11903,2.668
1190339,崇城大学前,1190340,上熊本,11903,1.569
1190340,上熊本,1190341,熊本,11903,3.27
1190341,熊本,1190351,西熊本,11903,2.998
1190351,西熊本,1190342,川尻,11903,2.118
1190342,川尻,1190350,富合,11903,3.414
1190350,富合,1190343,宇土,11903,2.187
1190343,宇土,1190344,松橋,11903,4.662
1190344,松橋,1190345,小川,11903,6.127
1190345,小川,1190346,有佐,11903,4.826
1190346,有佐,1190347,千丁,11903,4.079
1190347,千丁,1190348,新八代,11903,1.896
1190348,新八代,1190349,八代,11903,2.002
1190401,川内,1190402,隈之城,11904,2.402
1190402,隈之城,1190403,木場茶屋,11904,2.938
1190403,木場茶屋,1190404,串木野,11904,5.879
1190404,串木野,1190414,神村学園前,11904,2.185
1190414,神村学園前,1190405,市来,11904,2.33
1190405,市来,1190406,湯之元,11904,3.68
1190406,湯之元,1190407,東市来,11904,2.329
1190407,東市来,1190408,伊集院,11904,5.335
1190408,伊集院,1190409,薩摩松元,11904,4.943
1190409,薩摩松元,1190410,上伊集院,11904,2.321
1190410,上伊集院,1190413,広木,11904,4.656
1190413,広木,1190411,鹿児島中央,11904,3.633
1190411,鹿児島中央,1190412,鹿児島,11904,2.94
1190501,鳥栖,1190542,新鳥栖,11905,2.655
1190542,新鳥栖,1190502,肥前麓,11905,1.359
1190502,肥前麓,1190503,中原,11905,4.101
1190503,中原,1190504,吉野ケ里公園,11905,4.447
1190504,吉野ケ里公園,1190505,神埼,11905,2.541
1190505,神埼,1190506,伊賀屋,11905,4.518
1190506,伊賀屋,1190507,佐賀,11905,4.646
1190507,佐賀,1190508,鍋島,11905,3.021
1190508,鍋島,1190509,バルーンさが,11905,1.565
1190509,バルーンさが,1190510,久保田,11905,1.814
1190510,久保田,1190511,牛津,11905,2.797
1190511,牛津,1190512,肥前山口,11905,4.91
1190512,肥前山口,1190513,肥前白石,11905,4.294
1190513,肥前白石,1190514,肥前竜王,11905,4.679
1190514,肥前竜王,1190515,肥前鹿島,11905,4.156
1190515,肥前鹿島,1190516,肥前浜,11905,2.802
1190516,肥前浜,1190517,肥前七浦,11905,3.756
1190517,肥前七浦,1190518,肥前飯田,11905,2.11
1190518,肥前飯田,1190519,多良,11905,3.751
1190519,多良,1190520,肥前大浦,11905,6.291
1190520,肥前大浦,1190521,小長井,11905,5.99
1190521,小長井,1190522,長里,11905,2.183
1190522,長里,1190523,湯江,11905,2.596
1190523,湯江,1190524,小江,11905,3.039
1190524,小江,1190525,肥前長田,11905,4.463
1190525,肥前長田,1190526,東諫早,11905,1.978
1190526,東諫早,1190527,諫早,11905,1.886
1190527,諫早,1190528,西諫早,11905,2.282
1190528,西諫早,1190529,喜々津,11905,3.358
1190529,喜々津,1190530,市布,11905,2.447
1190530,市布,1190531,肥前古賀,11905,2.643
1190531,肥前古賀,1190532,現川,11905,2.484
1190532,現川,1190533,東園,11905,7.075
1190533,東園,1190534,大草,11905,2.646
1190534,大草,1190535,本川内,11905,4.828
1190535,本川内,1190536,長与,11905,2.386
1190536,長与,1190537,高田,11905,0.934
1190537,高田,1190538,道ノ尾,11905,2.281
1190538,道ノ尾,1190539,西浦上,11905,1.67
1190539,西浦上,1190540,浦上,11905,2.749
1190540,浦上,1190541,長崎,11905,1.563
1190601,門司港,1190602,小森江,11906,3.834
1190602,小森江,1190603,門司,11906,1.424
1190603,門司,1190604,小倉,11906,5.075
1190604,小倉,1190605,西小倉,11906,0.838
1190605,西小倉,1190606,南小倉,11906,2.239
1190606,南小倉,1190607,城野,11906,2.366
1190607,城野,1190608,安部山公園,11906,2.304
1190608,安部山公園,1190609,下曽根,11906,3.082
1190609,下曽根,1190610,朽網,11906,3.361
1190610,朽網,1190611,苅田,11906,3.378
1190611,苅田,1190612,小波瀬西工大前,11906,3.559
1190612,小波瀬西工大前,1190613,行橋,11906,2.744
1190613,行橋,1190614,南行橋,11906,1.669
1190614,南行橋,1190615,新田原,11906,3.446
1190615,新田原,1190616,築城,11906,3.685
1190616,築城,1190617,椎田,11906,2.865
1190617,椎田,1190618,豊前松江,11906,4.881
1190618,豊前松江,1190619,宇島,11906,2.867
1190619,宇島,1190620,三毛門,11906,2.892
1190620,三毛門,1190621,吉富,11906,1.972
1190621,吉富,1190622,中津,11906,1.659
1190622,中津,1190623,東中津,11906,4.611
1190623,東中津,1190624,今津,11906,3.204
1190624,今津,1190625,天津,11906,2.496
1190625,天津,1190626,豊前善光寺,11906,2.77
1190626,豊前善光寺,1190627,柳ケ浦,11906,3.7
1190627,柳ケ浦,1190628,豊前長洲,11906,1.909
1190628,豊前長洲,1190629,宇佐,11906,4.576
1190629,宇佐,1190630,西屋敷,11906,3.4
1190630,西屋敷,1190631,立石,11906,5.071
1190631,立石,1190632,中山香,11906,4.552
1190632,中山香,1190633,杵築,11906,7.689
1190633,杵築,1190634,大神,11906,3.058
1190634,大神,1190635,日出,11906,3.406
1190635,日出,1190636,暘谷,11906,1.164
1190636,暘谷,1190637,豊後豊岡,11906,2.861
1190637,豊後豊岡,1190638,亀川,11906,3.559
1190638,亀川,1190639,別府大学,11906,2.022
1190639,別府大学,1190640,別府,11906,3.738
1190640,別府,1190641,東別府,11906,1.63
1190641,東別府,1190642,西大分,11906,7.169
1190642,西大分,1190643,大分,11906,2.61
1190643,大分,1190644,牧,11906,2.942
1190644,牧,1190645,高城,11906,1.788
1190645,高城,1190646,鶴崎,11906,2.897
1190646,鶴崎,1190647,大在,11906,3.126
1190647,大在,1190648,坂ノ市,11906,3.002
1190648,坂ノ市,1190649,幸崎,11906,4.059
1190649,幸崎,1190650,佐志生,11906,6.877
1190650,佐志生,1190651,下ノ江,11906,1.912
1190651,下ノ江,1190652,熊崎,11906,3.358
1190652,熊崎,1190653,上臼杵,11906,2.636
1190653,上臼杵,1190654,臼杵,11906,1.511
1190654,臼杵,1190655,津久見,11906,7.286
1190655,津久見,1190656,日代,11906,5.185
1190656,日代,1190657,浅海井,11906,2.501
1190657,浅海井,1190658,狩生,11906,3.409
1190658,狩生,1190659,海崎,11906,2.665
1190659,海崎,1190660,佐伯,11906,2.919
1190701,佐伯,1190702,上岡,11907,4.166
1190702,上岡,1190703,直見,11907,5.894
1190703,直見,1190704,直川,11907,4.236
1190704,直川,1190705,重岡,11907,8.822
1190705,重岡,1190706,宗太郎,11907,6.067
1190706,宗太郎,1190707,市棚,11907,6.451
1190707,市棚,1190708,北川,11907,4.362
1190708,北川,1190709,日向長井,11907,2.926
1190709,日向長井,1190710,北延岡,11907,3.907
1190710,北延岡,1190711,延岡,11907,4.773
1190711,延岡,1190712,南延岡,11907,3.435
1190712,南延岡,1190713,旭ケ丘,11907,3.49
1190713,旭ケ丘,1190714,土々呂,11907,2.334
1190714,土々呂,1190715,門川,11907,3.919
1190715,門川,1190716,日向市,11907,6.238
1190716,日向市,1190717,財光寺,11907,2.24
1190717,財光寺,1190718,南日向,11907,3.979
1190718,南日向,1190719,美々津,11907,5.445
1190719,美々津,1190720,東都農,11907,4.41
1190720,東都農,1190721,都農,11907,4.524
1190721,都農,1190722,川南,11907,6.698
1190722,川南,1190723,高鍋,11907,7.925
1190723,高鍋,1190724,日向新富,11907,6.376
1190724,日向新富,1190725,佐土原,11907,6.014
1190725,佐土原,1190726,日向住吉,11907,3.924
1190726,日向住吉,1190727,蓮ケ池,11907,3.746
1190727,蓮ケ池,1190728,宮崎神宮,11907,2.724
1190728,宮崎神宮,1190729,宮崎,11907,2.488
1190729,宮崎,1190730,南宮崎,11907,2.47
1190730,南宮崎,1190731,加納,11907,2.603
1190731,加納,1190732,清武,11907,2.448
1190732,清武,1190733,日向沓掛,11907,4.621
1190733,日向沓掛,1190734,田野,11907,3.85
1190734,田野,1190735,青井岳,11907,8.218
1190735,青井岳,1190736,山之口,11907,7.977
1190736,山之口,1190737,餅原,11907,3.419
1190737,餅原,1190738,三股,11907,2.873
1190738,三股,1190739,都城,11907,4.304
1190739,都城,1190740,西都城,11907,2.174
1190740,西都城,1190741,五十市,11907,2.261
1190741,五十市,1190742,財部,11907,4.177
1190742,財部,1190743,北俣,11907,3.469
1190743,北俣,1190744,大隅大川原,11907,4.572
1190744,大隅大川原,1190745,北永野田,11907,4.832
1190745,北永野田,1190746,霧島神宮,11907,5.352
1190746,霧島神宮,1190747,国分,11907,10.813
1190747,国分,1190748,隼人,11907,2.187
1190748,隼人,1190749,加治木,11907,6.598
1190749,加治木,1190750,錦江,11907,1.671
1190750,錦江,1190751,帖佐,11907,2.239
1190751,帖佐,1190752,姶良,11907,1.581
1190752,姶良,1190753,重富,11907,1.642
1190753,重富,1190754,竜ケ水,11907,6.218
1190754,竜ケ水,1190755,鹿児島,11907,6.312
1190755,鹿児島,1190756,鹿児島中央,11907,2.94
1190801,桂川,1190802,筑前大分,11908,3.073
1190802,筑前大分,1190803,九郎原,11908,1.668
1190803,九郎原,1190804,城戸南蔵院前,11908,4.71
1190804,城戸南蔵院前,1190805,筑前山手,11908,1.471
1190805,筑前山手,1190806,篠栗,11908,3.008
1190806,篠栗,1190807,門松,11908,2.621
1190807,門松,1190808,長者原,11908,1.895
1190808,長者原,1190809,原町,11908,0.67
1190809,原町,1190810,柚須,11908,2.406
1190810,柚須,1190811,吉塚,11908,2.09
1190811,吉塚,1190812,博多,11908,1.927
1190901,姪浜,1190902,下山門,11909,1.587
1190902,下山門,1190903,今宿,11909,3.225
1190903,今宿,1190904,九大学研都市,11909,1.277
1190904,九大学研都市,1190905,周船寺,11909,1.542
1190905,周船寺,1190906,波多江,11909,1.953
1190906,波多江,1190907,筑前前原,11909,2.619
1190907,筑前前原,1190908,美咲が丘,11909,1.559
1190908,美咲が丘,1190909,加布里,11909,1.005
1190909,加布里,1190910,一貴山,11909,1.319
1190910,一貴山,1190911,筑前深江,11909,3.428
1190911,筑前深江,1190912,大入,11909,3.202
1190912,大入,1190913,福吉,11909,2.519
1190913,福吉,1190914,鹿家,11909,3.529
1190914,鹿家,1190915,浜崎,11909,4.285
1190915,浜崎,1190916,虹ノ松原,11909,2.062
1190916,虹ノ松原,1190917,東唐津,11909,1.809
1190917,東唐津,1190918,和多田,11909,1.531
1190918,和多田,1190919,唐津,11909,1.515
1190919,唐津,1190920,西唐津,11909,1.973
1191001,若松,1191002,藤ノ木,11910,2.417
1191002,藤ノ木,1191003,奥洞海,11910,1.632
1191003,奥洞海,1191004,二島,11910,1.525
1191004,二島,1191005,本城,11910,2.858
1191005,本城,1191006,折尾,11910,1.566
1191101,折尾,1191102,東水巻,11911,2.572
1191102,東水巻,1191103,中間,11911,1.418
1191103,中間,1191104,筑前垣生,11911,1.264
1191104,筑前垣生,1191105,鞍手,11911,2.315
1191105,鞍手,1191106,筑前植木,11911,2.415
1191106,筑前植木,1191107,新入,11911,1.625
1191107,新入,1191108,直方,11911,1.902
1191108,直方,1191109,勝野,11911,2.389
1191109,勝野,1191110,小竹,11911,3.497
1191110,小竹,1191111,鯰田,11911,3.171
1191111,鯰田,1191112,浦田,11911,1.548
1191112,浦田,1191113,新飯塚,11911,1.364
1191113,新飯塚,1191114,飯塚,11911,1.808
1191114,飯塚,1191115,天道,11911,2.791
1191115,天道,1191116,桂川,11911,2.688
1191201,桂川,1191202,上穂波,11912,2.564
1191202,上穂波,1191203,筑前内野,11912,3.07
1191203,筑前内野,1191204,筑前山家,11912,9.122
1191204,筑前山家,1191205,原田,11912,4.312
1191301,久留米,1191337,久留米高校前,11913,2.786
1191337,久留米高校前,1191302,南久留米,11913,1.487
1191302,南久留米,1191303,久留米大学前,11913,1.786
1191303,久留米大学前,1191304,御井,11913,1.272
1191304,御井,1191305,善導寺,11913,4.396
1191305,善導寺,1191306,筑後草野,11913,3.1
1191306,筑後草野,1191307,田主丸,11913,5.028
1191307,田主丸,1191308,筑後吉井,11913,5.564
1191308,筑後吉井,1191309,うきは,11913,3.493
1191309,うきは,1191310,筑後大石,11913,2.914
1191310,筑後大石,1191311,夜明,11913,5.518
1191311,夜明,1191312,光岡,11913,5.071
1191312,光岡,1191313,日田,11913,2.117
1191313,日田,1191314,豊後三芳,11913,1.722
1191314,豊後三芳,1191315,豊後中川,11913,5.574
1191315,豊後中川,1191316,天ケ瀬,11913,3.708
1191316,天ケ瀬,1191317,杉河内,11913,4.019
1191317,杉河内,1191318,北山田,11913,3.828
1191318,北山田,1191319,豊後森,11913,5.047
1191319,豊後森,1191320,恵良,11913,3.571
1191320,恵良,1191321,引治,11913,3.014
1191321,引治,1191322,豊後中村,11913,2.256
1191322,豊後中村,1191323,野矢,11913,4.421
1191323,野矢,1191324,由布院,11913,9.905
1191324,由布院,1191325,南由布,11913,3.025
1191325,南由布,1191326,湯平,11913,5.343
1191326,湯平,1191327,庄内,11913,4.639
1191327,庄内,1191328,天神山,11913,3.428
1191328,天神山,1191329,小野屋,11913,1.295
1191329,小野屋,1191330,鬼瀬,11913,3.287
1191330,鬼瀬,1191331,向之原,11913,2.653
1191331,向之原,1191332,豊後国分,11913,3.461
1191332,豊後国分,1191333,賀来,11913,2.261
1191333,賀来,1191334,南大分,11913,2.186
1191334,南大分,1191335,古国府,11913,2.202
1191335,古国府,1191336,大分,11913,1.353
1191401,小倉,1191402,西小倉,11914,0.838
1191402,西小倉,1191403,南小倉,11914,2.239
1191403,南小倉,1191404,城野,11914,2.366
1191404,城野,1191405,石田,11914,2.925
1191405,石田,1191406,志井公園,11914,1.704
1191406,志井公園,1191407,志井,11914,1.743
1191407,志井,1191408,石原町,11914,2.217
1191408,石原町,1191409,呼野,11914,3.359
1191409,呼野,1191410,採銅所,11914,5.338
1191410,採銅所,1191411,香春,11914,4.648
1191411,香春,1191412,一本松,11914,1.514
1191412,一本松,1191413,田川伊田,11914,2.288
1191413,田川伊田,1191414,田川後藤寺,11914,2.078
1191414,田川後藤寺,1191415,池尻,11914,1.976
1191415,池尻,1191416,豊前川崎,11914,2.361
1191416,豊前川崎,1191417,西添田,11914,3.487
1191417,西添田,1191418,添田,11914,1.098
1191418,添田,1191429,歓遊舎ひこさん,11914,2.185
1191429,歓遊舎ひこさん,1191419,豊前桝田,11914,1.37
1191419,豊前桝田,1191420,彦山,11914,3.946
1191420,彦山,1191421,筑前岩屋,11914,7.889
1191421,筑前岩屋,1191422,大行司,11914,3.795
1191422,大行司,1191423,宝珠山,11914,2.058
1191423,宝珠山,1191424,大鶴,11914,1.44
1191424,大鶴,1191425,今山,11914,2.53
1191425,今山,1191426,夜明,11914,3.026
1191426,夜明,1191427,光岡,11914,5.071
1191427,光岡,1191428,日田,11914,2.117
1191501,新飯塚,1191502,上三緒,11915,3.043
1191502,上三緒,1191503,下鴨生,11915,1.568
1191503,下鴨生,1191504,筑前庄内,11915,0.966
1191504,筑前庄内,1191505,船尾,11915,3.09
1191505,船尾,1191506,田川後藤寺,11915,3.041
1191601,西戸崎,1191602,海ノ中道,11916,1.608
1191602,海ノ中道,1191603,雁ノ巣,11916,4.432
1191603,雁ノ巣,1191604,奈多,11916,0.852
1191604,奈多,1191605,和白,11916,1.681
1191605,和白,1191606,香椎,11916,3.548
1191701,香椎,1191702,香椎神宮,11917,1.342
1191702,香椎神宮,1191703,舞松原,11917,0.514
1191703,舞松原,1191704,土井,11917,1.538
1191704,土井,1191705,伊賀,11917,1.721
1191705,伊賀,1191706,長者原,11917,0.897
1191706,長者原,1191707,酒殿,11917,1.447
1191707,酒殿,1191708,須恵,11917,1.266
1191708,須恵,1191709,須恵中央,11917,1.243
1191709,須恵中央,1191710,新原,11917,0.977
1191710,新原,1191711,宇美,11917,1.171
1191801,肥前山口,1191802,大町,11918,5.121
1191802,大町,1191803,北方,11918,2.198
1191803,北方,1191804,高橋,11918,3.911
1191804,高橋,1191805,武雄温泉,11918,2.286
1191805,武雄温泉,1191806,永尾,11918,3.905
1191806,永尾,1191807,三間坂,11918,3.044
1191807,三間坂,1191808,上有田,11918,3.976
1191808,上有田,1191809,有田,11918,2.314
1191809,有田,1191810,三河内,11918,6.152
1191810,三河内,1191811,早岐,11918,3.311
1191811,早岐,1191812,大塔,11918,2.318
1191812,大塔,1191813,日宇,11918,2.393
1191813,日宇,1191814,佐世保,11918,3.119
1192001,西唐津,1192002,唐津,11920,1.973
1192002,唐津,1192003,鬼塚,11920,3.269
1192003,鬼塚,1192004,山本,11920,3.13
1192004,山本,1192005,肥前久保,11920,4.551
1192005,肥前久保,1192006,西相知,11920,1.262
1192006,西相知,1192007,佐里,11920,1.59
1192007,佐里,1192008,駒鳴,11920,2.082
1192008,駒鳴,1192009,大川野,11920,1.408
1192009,大川野,1192010,肥前長野,11920,1.393
1192010,肥前長野,1192011,桃川,11920,2.974
1192011,桃川,1192012,金石原,11920,2.139
1192012,金石原,1192013,上伊万里,11920,3.986
1192013,上伊万里,1192014,伊万里,11920,1.482
1192101,佐賀,1192102,鍋島,11921,3.021
1192102,鍋島,1192103,バルーンさが,11921,1.565
1192103,バルーンさが,1192104,久保田,11921,1.814
1192104,久保田,1192105,小城,11921,4.406
1192105,小城,1192106,東多久,11921,5.158
1192106,東多久,1192107,中多久,11921,2.88
1192107,中多久,1192108,多久,11921,1.598
1192108,多久,1192109,厳木,11921,5.141
1192109,厳木,1192110,岩屋,11921,2.175
1192110,岩屋,1192111,相知,11921,2.531
1192111,相知,1192112,本牟田部,11921,3.517
1192112,本牟田部,1192113,山本,11921,2.758
1192113,山本,1192114,鬼塚,11921,3.13
1192114,鬼塚,1192115,唐津,11921,3.269
1192115,唐津,1192116,西唐津,11921,1.973
1192201,早岐,1192202,ハウステンボス,11922,4.703
1192202,ハウステンボス,1192203,南風崎,11922,0.7
1192203,南風崎,1192204,小串郷,11922,4.031
1192204,小串郷,1192205,川棚,11922,2.82
1192205,川棚,1192206,彼杵,11922,5.668
1192206,彼杵,1192207,千綿,11922,4.151
1192207,千綿,1192208,松原,11922,3.973
1192208,松原,1192209,竹松,11922,4.21
1192209,竹松,1192210,諏訪,11922,1.938
1192210,諏訪,1192211,大村,11922,1.368
1192211,大村,1192212,岩松,11922,2.925
1192212,岩松,1192213,諫早,11922,7.147
1192301,熊本,1192302,平成,11923,1.643
1192302,平成,1192303,南熊本,11923,0.851
1192303,南熊本,1192304,新水前寺,11923,1.62
1192304,新水前寺,1192305,水前寺,11923,0.543
1192305,水前寺,1192306,東海学園前,11923,1.994
1192306,東海学園前,1192307,竜田口,11923,1.096
1192307,竜田口,1192308,武蔵塚,11923,3.942
1192308,武蔵塚,1192309,光の森,11923,1.768
1192309,光の森,1192310,三里木,11923,0.991
1192310,三里木,1192311,原水,11923,3.214
1192311,原水,1192312,肥後大津,11923,3.556
1192312,肥後大津,1192313,瀬田,11923,4.5
1192313,瀬田,1192314,立野,11923,4.828
1192314,立野,1192315,赤水,11923,4.727
1192315,赤水,1192316,市ノ川,11923,2.141
1192316,市ノ川,1192317,内牧,11923,3.712
1192317,内牧,1192318,阿蘇,11923,3.429
1192318,阿蘇,1192319,いこいの村,11923,1.375
1192319,いこいの村,1192320,宮地,11923,2.13
1192320,宮地,1192321,波野,11923,7.264
1192321,波野,1192322,滝水,11923,4.455
1192322,滝水,1192323,豊後荻,11923,5.186
1192323,豊後荻,1192324,玉来,11923,7.706
1192324,玉来,1192325,豊後竹田,11923,2.854
1192325,豊後竹田,1192326,朝地,11923,5.435
1192326,朝地,1192327,緒方,11923,5.539
1192327,緒方,1192328,豊後清川,11923,4.377
1192328,豊後清川,1192329,三重町,11923,5.796
1192329,三重町,1192330,菅尾,11923,4.555
1192330,菅尾,1192331,犬飼,11923,7.337
1192331,犬飼,1192332,竹中,11923,4.97
1192332,竹中,1192333,中判田,11923,4.89
1192333,中判田,1192334,大分大学前,11923,2.327
1192334,大分大学前,1192335,敷戸,11923,1.266
1192335,敷戸,1192336,滝尾,11923,2.491
1192336,滝尾,1192337,大分,11923,3.012
1192401,熊本,1192402,川尻,11924,5.116
1192402,川尻,1192412,富合,11924,3.414
1192412,富合,1192403,宇土,11924,2.187
1192403,宇土,1192404,緑川,11924,3.538
1192404,緑川,1192405,住吉,11924,3.249
1192405,住吉,1192406,肥後長浜,11924,3.744
1192406,肥後長浜,1192407,網田,11924,2.864
1192407,網田,1192408,赤瀬,11924,3.795
1192408,赤瀬,1192409,石打ダム,11924,1.215
1192409,石打ダム,1192410,波多浦,11924,3.497
1192410,波多浦,1192411,三角,11924,1.922
1192501,八代,1192502,段,11925,4.57
1192502,段,1192503,坂本,11925,3.838
1192503,坂本,1192504,葉木,11925,3.001
1192504,葉木,1192505,鎌瀬,11925,2.301
1192505,鎌瀬,1192506,瀬戸石,11925,2.325
1192506,瀬戸石,1192507,海路,11925,3.51
1192507,海路,1192508,吉尾,11925,2.715
1192508,吉尾,1192509,白石,11925,2.907
1192509,白石,1192510,球泉洞,11925,4.212
1192510,球泉洞,1192511,一勝地,11925,4.594
1192511,一勝地,1192512,那良口,11925,1.592
1192512,那良口,1192513,渡,11925,2.688
1192513,渡,1192514,西人吉,11925,3.047
1192514,西人吉,1192515,人吉,11925,2.974
1192515,人吉,1192516,大畑,11925,6.528
1192516,大畑,1192517,矢岳,11925,6.952
1192517,矢岳,1192518,真幸,11925,5.06
1192518,真幸,1192519,吉松,11925,7.003
1192601,吉松,1192602,栗野,11926,6.967
1192602,栗野,1192603,大隅横川,11926,5.282
1192603,大隅横川,1192604,植村,11926,2.704
1192604,植村,1192605,霧島温泉,11926,2.634
1192605,霧島温泉,1192606,嘉例川,11926,4.705
1192606,嘉例川,1192607,中福良,11926,1.746
1192607,中福良,1192608,表木山,11926,2.273
1192608,表木山,1192609,日当山,11926,3.669
1192609,日当山,1192610,隼人,11926,2.349
1192701,宮崎,1192702,南宮崎,11927,2.47
1192702,南宮崎,1192703,田吉,11927,2.038
1192703,田吉,1192704,宮崎空港,11927,1.126
1192801,宮崎,1192802,南宮崎,11928,2.47
1192802,南宮崎,1192803,田吉,11928,2.038
1192803,田吉,1192804,南方,11928,2.098
1192804,南方,1192805,木花,11928,3.127
1192805,木花,1192806,運動公園,11928,1.43
1192806,運動公園,1192807,曽山寺,11928,0.88
1192807,曽山寺,1192808,子供の国,11928,1.059
1192808,子供の国,1192809,青島,11928,1.275
1192809,青島,1192810,折生迫,11928,1.162
1192810,折生迫,1192811,内海,11928,3.43
1192811,内海,1192812,小内海,11928,2.302
1192812,小内海,1192813,伊比井,11928,3.122
1192813,伊比井,1192814,北郷,11928,8.624
1192814,北郷,1192815,内之田,11928,3.973
1192815,内之田,1192816,飫肥,11928,2.002
1192816,飫肥,1192817,日南,11928,3.272
1192817,日南,1192818,油津,11928,2.288
1192818,油津,1192819,大堂津,11928,3.591
1192819,大堂津,1192820,南郷,11928,2.515
1192820,南郷,1192821,谷之口,11928,2.626
1192821,谷之口,1192822,榎原,11928,3.613
1192822,榎原,1192823,日向大束,11928,6.098
1192823,日向大束,1192824,日向北方,11928,3.108
1192824,日向北方,1192825,串間,11928,2.565
1192825,串間,1192826,福島今町,11928,2.651
1192826,福島今町,1192827,福島高松,11928,2.382
1192827,福島高松,1192828,大隅夏井,11928,4.16
1192828,大隅夏井,1192829,志布志,11928,3.675
1192901,都城,1192902,日向庄内,11929,3.068
1192902,日向庄内,1192903,谷頭,11929,3.12
1192903,谷頭,1192904,万ケ塚,11929,3.242
1192904,万ケ塚,1192905,東高崎,11929,2.64
1192905,東高崎,1192906,高崎新田,11929,3.87
1192906,高崎新田,1192907,日向前田,11929,4.221
1192907,日向前田,1192908,高原,11929,4.403
1192908,高原,1192909,広原,11929,3.682
1192909,広原,1192910,小林,11929,3.759
1192910,小林,1192911,西小林,11929,5.525
1192911,西小林,1192912,えびの飯野,11929,5.31
1192912,えびの飯野,1192913,えびの上江,11929,2.067
1192913,えびの上江,1192914,えびの,11929,3.284
1192914,えびの,1192915,京町温泉,11929,4.566
1192915,京町温泉,1192916,鶴丸,11929,2.473
1192916,鶴丸,1192917,吉松,11929,2.266
1193001,鹿児島中央,1193002,郡元,11930,2.015
1193002,郡元,1193003,南鹿児島,11930,1.214
1193003,南鹿児島,1193004,宇宿,11930,1.36
1193004,宇宿,1193005,谷山,11930,2.533
1193005,谷山,1193006,慈眼寺,11930,1.621
1193006,慈眼寺,1193007,坂之上,11930,1.878
1193007,坂之上,1193008,五位野,11930,2.83
1193008,五位野,1193009,平川,11930,2.932
1193009,平川,1193010,瀬々串,11930,3.265
1193010,瀬々串,1193011,中名,11930,3.347
1193011,中名,1193012,喜入,11930,2.486
1193012,喜入,1193013,前之浜,11930,3.561
1193013,前之浜,1193014,生見,11930,4.482
1193014,生見,1193015,薩摩今和泉,11930,2.728
1193015,薩摩今和泉,1193016,宮ケ浜,11930,2.48
1193016,宮ケ浜,1193017,二月田,11930,2.725
1193017,二月田,1193018,指宿,11930,2.275
1193018,指宿,1193019,山川,11930,3.047
1193019,山川,1193020,大山,11930,3.478
1193020,大山,1193021,西大山,11930,2.249
1193021,西大山,1193022,薩摩川尻,11930,1.146
1193022,薩摩川尻,1193023,東開聞,11930,1.623
1193023,東開聞,1193024,開聞,11930,1.48
1193024,開聞,1193025,入野,11930,1.517
1193025,入野,1193026,頴娃,11930,3.266
1193026,頴娃,1193027,西頴娃,11930,1.581
1193027,西頴娃,1193028,御領,11930,2.473
1193028,御領,1193029,石垣,11930,2.375
1193029,石垣,1193030,水成川,11930,1.401
1193030,水成川,1193031,頴娃大川,11930,1.647
1193031,頴娃大川,1193032,松ケ浦,11930,1.794
1193032,松ケ浦,1193033,薩摩塩屋,11930,1.761
1193033,薩摩塩屋,1193034,白沢,11930,1.88
1193034,白沢,1193035,薩摩板敷,11930,2.484
1193035,薩摩板敷,1193036,枕崎,11930,3.192
